year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2015,2,Denver Broncos,Kansas City Chiefs,2015-09-17,8:29PM,Kansas City,/boxscores/201509170kan.htm,Chiefs (deferred),,outdoors,grass ,3:23,"76,404",Kansas City Chiefs -3.0,42.0 (over),87 degrees, relative humidity 59%," wind 13 mph, wind chill 0"
2015,2,Arizona Cardinals,Chicago Bears,2015-09-20,1:00PM,Chicago,/boxscores/201509200chi.htm,Cardinals,,outdoors,grass ,3:18,"62,351",Arizona Cardinals -2.0,46.0 (over),70 degrees, relative humidity 47%," wind 6 mph, wind chill 0"
2015,2,Atlanta Falcons,New York Giants,2015-09-20,1:02PM,New York,/boxscores/201509200nyg.htm,Giants (deferred),,outdoors,fieldturf ,3:09,"77,678",New York Giants -2.5,51.0 (under),73 degrees, relative humidity 47%," wind 9 mph, wind chill 0"
2015,2,New England Patriots,Buffalo Bills,2015-09-20,1:02PM,Buffalo,/boxscores/201509200buf.htm,Patriots (deferred),,outdoors,a_turf,3:38,"70,858",New England Patriots -1.0,44.0 (over),62 degrees, relative humidity 57%," wind 7 mph, wind chill 0"
2015,2,Carolina Panthers,Houston Texans,2015-09-20,1:02PM,Carolina,/boxscores/201509200car.htm,Texans (deferred),,outdoors,grass ,3:39,"73,254",Carolina Panthers -3.0,39.5 (over),88 degrees, relative humidity 43%," wind 6 mph, wind chill 0"
2015,2,Cleveland Browns,Tennessee Titans,2015-09-20,1:02PM,Cleveland,/boxscores/201509200cle.htm,Browns (deferred),,outdoors,grass ,3:05,"67,431",Tennessee Titans -2.0,41.0 (over),64 degrees, relative humidity 59%," wind 12 mph, wind chill 0"
2015,2,Tampa Bay Buccaneers,New Orleans Saints,2015-09-20,1:02PM,New Orleans,/boxscores/201509200nor.htm,Saints,,dome,sportturf,3:16,"73,006",New Orleans Saints -10.0,47.5 (under),,,
2015,2,Pittsburgh Steelers,San Francisco 49ers,2015-09-20,1:02PM,Pittsburgh,/boxscores/201509200pit.htm,49ers (deferred),,outdoors,grass ,3:04,"66,472",Pittsburgh Steelers -6.5,45.5 (over),66 degrees, relative humidity 60%, wind 10 mph
2015,2,Cincinnati Bengals,San Diego Chargers,2015-09-20,1:03PM,Cincinnati,/boxscores/201509200cin.htm,Chargers (deferred),,outdoors,fieldturf ,3:06,"57,579",Cincinnati Bengals -3.0,47.0 (under),69 degrees, relative humidity 47%," wind 6 mph, wind chill 0"
2015,2,Minnesota Vikings,Detroit Lions,2015-09-20,1:03PM,Minnesota,/boxscores/201509200min.htm,Lions (deferred),,outdoors,fieldturf,3:17,"52,319",Minnesota Vikings -2.0,43.5 (under),67 degrees, relative humidity 0%," no wind, wind chill 0"
2015,2,Washington Redskins,St. Louis Rams,2015-09-20,1:03PM,Washington,/boxscores/201509200was.htm,Redskins (deferred),,outdoors,grass ,2:52,"72,460",St. Louis Rams -3.0,41.0 (under),72 degrees, relative humidity 56%," wind 9 mph, wind chill 0"
2015,2,Jacksonville Jaguars,Miami Dolphins,2015-09-20,4:05PM,Jacksonville,/boxscores/201509200jax.htm,Dolphins (deferred),,outdoors,grass ,3:17,"65,443",Miami Dolphins -6.0,41.5 (over),87 degrees, relative humidity 55%," wind 5 mph, wind chill 0"
2015,2,Oakland Raiders,Baltimore Ravens,2015-09-20,4:05PM,Oakland,/boxscores/201509200rai.htm,Ravens (deferred),,outdoors,grass ,3:25,"53,500",Baltimore Ravens -6.0,43.0 (over),80 degrees, relative humidity 32%," wind 8 mph, wind chill 0"
2015,2,Dallas Cowboys,Philadelphia Eagles,2015-09-20,4:25PM,Philadelphia,/boxscores/201509200phi.htm,Cowboys,,outdoors,grass ,3:13,"69,296",Philadelphia Eagles -5.0,55.0 (under),77 degrees, relative humidity 37%," wind 15 mph, wind chill 0"
2015,2,Green Bay Packers,Seattle Seahawks,2015-09-20,8:25PM,Green Bay,/boxscores/201509200gnb.htm,Packers,,outdoors,grass ,3:26,"78,433",Green Bay Packers -3.0,49.0 (under),62 degrees, relative humidity 52%," wind 9 mph, wind chill 0"
2015,2,New York Jets,Indianapolis Colts,2015-09-21,8:30PM,Indianapolis,/boxscores/201509210clt.htm,Colts (deferred),,retractable roof (closed),fieldturf ,3:04,"65,220",Indianapolis Colts -7.0,46.5 (under),,,
