year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2015,12,Detroit Lions,Philadelphia Eagles,2015-11-26,12:35PM,Detroit,/boxscores/201511260det.htm,Lions (deferred),,dome,fieldturf ,3:03,"64,445",Detroit Lions -2.0,46.0 (over),,,
2015,12,Carolina Panthers,Dallas Cowboys,2015-11-26,4:31PM,Dallas,/boxscores/201511260dal.htm,Panthers (deferred),,retractable roof (closed),matrixturf,3:13,"90,909",Dallas Cowboys -1.5,45.5 (over),,,
2015,12,Chicago Bears,Green Bay Packers,2015-11-26,8:30PM,Green Bay,/boxscores/201511260gnb.htm,Bears (deferred),,outdoors,grass ,3:18,"78,488",Green Bay Packers -8.5,44.5 (under),39 degrees, relative humidity 92%," wind 19 mph, wind chill 29"
2015,12,Minnesota Vikings,Atlanta Falcons,2015-11-29,1:02PM,Atlanta,/boxscores/201511290atl.htm,Falcons (deferred),,dome,fieldturf ,2:53,"70,610",Atlanta Falcons -2.5,45.5 (under),,,
2015,12,Cincinnati Bengals,St. Louis Rams,2015-11-29,1:02PM,Cincinnati,/boxscores/201511290cin.htm,Rams,,outdoors,fieldturf ,2:51,"61,022",Cincinnati Bengals -8.5,42.0 (under),41 degrees, relative humidity 88%, wind 8 mph
2015,12,Indianapolis Colts,Tampa Bay Buccaneers,2015-11-29,1:02PM,Indianapolis,/boxscores/201511290clt.htm,Buccaneers (deferred),,retractable roof (closed),fieldturf ,3:15,"65,696",Indianapolis Colts -3.0,46.0 (under),,,
2015,12,Houston Texans,New Orleans Saints,2015-11-29,1:02PM,Houston,/boxscores/201511290htx.htm,Saints,,retractable roof (closed),fieldturf,2:50,"71,778",Houston Texans -3.0,48.0 (under),,,
2015,12,New York Jets,Miami Dolphins,2015-11-29,1:02PM,New York,/boxscores/201511290nyj.htm,Dolphins (deferred),,outdoors,fieldturf ,3:29,"78,160",New York Jets -4.0,42.5 (over),45 degrees, relative humidity 44%," wind 5 mph, wind chill 0"
2015,12,Oakland Raiders,Tennessee Titans,2015-11-29,1:02PM,Tennessee,/boxscores/201511290oti.htm,Raiders (deferred),,outdoors,grass ,3:08,"58,075",Oakland Raiders -1.0,44.0 (over),56 degrees, relative humidity 100%, wind 4 mph
2015,12,Kansas City Chiefs,Buffalo Bills,2015-11-29,1:03PM,Kansas City,/boxscores/201511290kan.htm,Chiefs (deferred),,outdoors,grass ,3:15,"72,493",Kansas City Chiefs -5.5,41.5 (over),35 degrees, relative humidity 99%," wind 7 mph, wind chill 30"
2015,12,San Diego Chargers,Jacksonville Jaguars,2015-11-29,1:03PM,Jacksonville,/boxscores/201511290jax.htm,Chargers (deferred),,outdoors,grass ,3:19,"59,477",Jacksonville Jaguars -4.5,46.5 (over),75 degrees, relative humidity 60%," wind 8 mph, wind chill 0"
2015,12,Washington Redskins,New York Giants,2015-11-29,1:03PM,Washington,/boxscores/201511290was.htm,Redskins (deferred),,outdoors,grass ,3:13,"77,367",New York Giants -2.5,47.0 (under),46 degrees, relative humidity 93%, wind 5 mph
2015,12,Arizona Cardinals,San Francisco 49ers,2015-11-29,4:05PM,San Francisco,/boxscores/201511290sfo.htm,49ers,,outdoors,grass,3:03,"70,799",Arizona Cardinals -9.5,45.0 (under),54 degrees, relative humidity 40%," wind 4 mph, wind chill 0"
2015,12,Seattle Seahawks,Pittsburgh Steelers,2015-11-29,4:26PM,Seattle,/boxscores/201511290sea.htm,Seahawks (deferred),,outdoors,fieldturf ,3:30,"69,055",Seattle Seahawks -3.5,45.5 (over),38 degrees, relative humidity 80%," wind 2 mph, wind chill 0"
2015,12,Denver Broncos,New England Patriots,2015-11-29,8:30PM,Denver,/boxscores/201511290den.htm,Patriots (deferred),Patriots,outdoors,grass ,3:28,"76,970",New England Patriots -2.5,43.5 (over),23 degrees, relative humidity 75%," wind 3 mph, wind chill 19"
2015,12,Baltimore Ravens,Cleveland Browns,2015-11-30,8:30PM,Cleveland,/boxscores/201511300cle.htm,Browns (deferred),,outdoors,grass ,3:10,"64,380",Cleveland Browns -3.5,41.5 (over),45 degrees, relative humidity 58%, wind 9 mph
