year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2015,4,Baltimore Ravens,Pittsburgh Steelers,2015-10-01,8:26PM,Pittsburgh,/boxscores/201510010pit.htm,Ravens (deferred),Steelers,outdoors,grass ,3:23,"63,929",Baltimore Ravens -2.5,43.5 (under),63 degrees, relative humidity 62%, wind 8 mph
2015,4,New York Jets,Miami Dolphins,2015-10-04,9:37AM,Miami,/boxscores/201510040mia.htm,Jets (deferred),,outdoors,grass ,3:27,"83,986",New York Jets -1.5,42.0 (under),59 degrees, relative humidity 63%," wind 5 mph, wind chill 0"
2015,4,Atlanta Falcons,Houston Texans,2015-10-04,1:02PM,Atlanta,/boxscores/201510040atl.htm,Texans (deferred),,dome,fieldturf ,3:18,"69,904",Atlanta Falcons -6.0,47.0 (over),,,
2015,4,New York Giants,Buffalo Bills,2015-10-04,1:02PM,Buffalo,/boxscores/201510040buf.htm,Giants (deferred),,outdoors,a_turf,3:19,"70,677",Buffalo Bills -5.5,45.5 (under),60 degrees, relative humidity 66%," wind 8 mph, wind chill 0"
2015,4,Chicago Bears,Oakland Raiders,2015-10-04,1:02PM,Chicago,/boxscores/201510040chi.htm,Raiders (deferred),,outdoors,grass ,3:18,"62,409",Oakland Raiders -3.0,44.0 (under),55 degrees, relative humidity 83%," wind 12 mph, wind chill 0"
2015,4,Indianapolis Colts,Jacksonville Jaguars,2015-10-04,1:02PM,Indianapolis,/boxscores/201510040clt.htm,Jaguars (deferred),Jaguars,retractable roof (open),fieldturf ,3:33,"65,609",Indianapolis Colts -9.5,48.0 (under),,,
2015,4,Carolina Panthers,Tampa Bay Buccaneers,2015-10-04,1:03PM,Tampa Bay,/boxscores/201510040tam.htm,Panthers (deferred),,outdoors,grass ,3:10,"57,468",Carolina Panthers -3.0,40.0 (over),74 degrees, relative humidity 92%, wind 5 mph
2015,4,Cincinnati Bengals,Kansas City Chiefs,2015-10-04,1:03PM,Cincinnati,/boxscores/201510040cin.htm,Chiefs (deferred),,outdoors,fieldturf ,3:17,"57,498",Cincinnati Bengals -3.5,45.0 (over),68 degrees, relative humidity 64%," wind 5 mph, wind chill 0"
2015,4,Washington Redskins,Philadelphia Eagles,2015-10-04,1:03PM,Washington,/boxscores/201510040was.htm,Eagles (deferred),,outdoors,grass ,3:08,"74,767",Philadelphia Eagles -3.0,44.0 (under),58 degrees, relative humidity 82%," wind 13 mph, wind chill 0"
2015,4,San Diego Chargers,Cleveland Browns,2015-10-04,4:05PM,San Diego,/boxscores/201510040sdg.htm,Chargers (deferred),,outdoors,grass ,3:15,"63,710",San Diego Chargers -7.0,44.5 (over),68 degrees, relative humidity 78%," wind 11 mph, wind chill 0"
2015,4,St. Louis Rams,Arizona Cardinals,2015-10-04,4:25PM,Arizona,/boxscores/201510040crd.htm,Cardinals,,retractable roof (closed),grass ,3:02,"63,146",Arizona Cardinals -7.0,44.0 (over),,,
2015,4,Denver Broncos,Minnesota Vikings,2015-10-04,4:25PM,Denver,/boxscores/201510040den.htm,Broncos (deferred),,outdoors,grass ,3:00,"77,029",Denver Broncos -7.0,42.5 (over),61 degrees, relative humidity 57%," wind 9 mph, wind chill 0"
2015,4,Green Bay Packers,San Francisco 49ers,2015-10-04,4:25PM,San Francisco,/boxscores/201510040sfo.htm,49ers (deferred),,outdoors,grass,2:50,"70,799",Green Bay Packers -7.5,48.0 (under),74 degrees, relative humidity 36%," wind 5 mph, wind chill 0"
2015,4,New Orleans Saints,Dallas Cowboys,2015-10-04,8:30PM,New Orleans,/boxscores/201510040nor.htm,Saints,Saints,dome,sportturf,3:09,"73,009",New Orleans Saints -3.0,48.0 (under),,,
2015,4,Seattle Seahawks,Detroit Lions,2015-10-05,8:31PM,Seattle,/boxscores/201510050sea.htm,Seahawks (deferred),,outdoors,fieldturf ,2:49,"69,005",Seattle Seahawks -9.5,43.0 (under),74 degrees, relative humidity 41%," wind 8 mph, wind chill 0"
