year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2015,3,New York Giants,Washington Redskins,2015-09-24,8:26PM,New York,/boxscores/201509240nyg.htm,Giants (deferred),,outdoors,fieldturf ,3:19,"76,081",New York Giants -3.5,44.0 (over),71 degrees, relative humidity 60%," wind 4 mph, wind chill 0"
2015,3,Pittsburgh Steelers,St. Louis Rams,2015-09-27,1:00PM,St. Louis,/boxscores/201509270ram.htm,Steelers,,dome,astroplay,3:10,"52,433",Pittsburgh Steelers -1.0,48.0 (under),,,
2015,3,Cincinnati Bengals,Baltimore Ravens,2015-09-27,1:02PM,Baltimore,/boxscores/201509270rav.htm,Ravens,,outdoors,sportturf,3:27,"70,970",Baltimore Ravens -2.5,44.5 (over),70 degrees, relative humidity 20%," wind 12 mph, wind chill 0"
2015,3,Oakland Raiders,Cleveland Browns,2015-09-27,1:02PM,Cleveland,/boxscores/201509270cle.htm,Browns (deferred),,outdoors,grass ,3:20,"67,431",Cleveland Browns -3.5,42.5 (over),75 degrees, relative humidity 62%," wind 16 mph, wind chill 0"
2015,3,Minnesota Vikings,San Diego Chargers,2015-09-27,1:02PM,Minnesota,/boxscores/201509270min.htm,Chargers (deferred),,outdoors,fieldturf,3:00,"52,400",Minnesota Vikings -1.0,44.5 (over),75 degrees, relative humidity 0%," wind 12 mph, wind chill 0"
2015,3,Atlanta Falcons,Dallas Cowboys,2015-09-27,1:03PM,Dallas,/boxscores/201509270dal.htm,Falcons (deferred),,retractable roof (closed),matrixturf,2:56,"90,345",Atlanta Falcons -1.0,43.5 (over),,,
2015,3,Carolina Panthers,New Orleans Saints,2015-09-27,1:03PM,Carolina,/boxscores/201509270car.htm,Panthers (deferred),,outdoors,grass ,3:10,"73,402",Carolina Panthers -9.5,43.5 (over),69 degrees, relative humidity 90%," wind 9 mph, wind chill 0"
2015,3,Indianapolis Colts,Tennessee Titans,2015-09-27,1:03PM,Tennessee,/boxscores/201509270oti.htm,Colts (deferred),,outdoors,grass ,3:13,"65,920",Indianapolis Colts -3.5,46.0 (over),74 degrees, relative humidity 77%, wind 3 mph
2015,3,Houston Texans,Tampa Bay Buccaneers,2015-09-27,1:03PM,Houston,/boxscores/201509270htx.htm,Buccaneers (deferred),,retractable roof (closed),fieldturf,3:19,"71,718",Houston Texans -6.5,40.5 (under),,,
2015,3,Philadelphia Eagles,New York Jets,2015-09-27,1:03PM,New York,/boxscores/201509270nyj.htm,Jets,,outdoors,fieldturf ,3:15,"78,160",New York Jets -1.5,45.5 (under),66 degrees, relative humidity 52%," wind 7 mph, wind chill 0"
2015,3,New England Patriots,Jacksonville Jaguars,2015-09-27,1:06PM,New England,/boxscores/201509270nwe.htm,Patriots,,outdoors,fieldturf ,2:57,"66,829",New England Patriots -13.5,49.0 (over),68 degrees, relative humidity 41%," wind 6 mph, wind chill 0"
2015,3,Arizona Cardinals,San Francisco 49ers,2015-09-27,4:05PM,Arizona,/boxscores/201509270crd.htm,Cardinals,,retractable roof (closed),grass ,2:53,"63,663",Arizona Cardinals -6.5,45.0 (over),,,
2015,3,Buffalo Bills,Miami Dolphins,2015-09-27,4:25PM,Miami,/boxscores/201509270mia.htm,Dolphins,,outdoors,grass ,3:07,"64,869",Miami Dolphins -2.5,41.5 (over),87 degrees, relative humidity 65%," wind 6 mph, wind chill 0"
2015,3,Seattle Seahawks,Chicago Bears,2015-09-27,4:26PM,Seattle,/boxscores/201509270sea.htm,Seahawks (deferred),,outdoors,fieldturf ,2:54,"69,002",Seattle Seahawks -14.5,43.5 (under),60 degrees, relative humidity 53%," wind 5 mph, wind chill 0"
2015,3,Denver Broncos,Detroit Lions,2015-09-27,8:30PM,Detroit,/boxscores/201509270det.htm,Broncos (deferred),,dome,fieldturf ,3:19,"62,920",Denver Broncos -3.0,44.5 (under),,,
2015,3,Green Bay Packers,Kansas City Chiefs,2015-09-28,8:30PM,Green Bay,/boxscores/201509280gnb.htm,Chiefs (deferred),,outdoors,grass ,3:27,"78,214",Green Bay Packers -6.0,49.0 (over),67 degrees, relative humidity 93%," wind 5 mph, wind chill 0"
