year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2015,9,Cincinnati Bengals,Cleveland Browns,2015-11-05,8:25PM,Cincinnati,/boxscores/201511050cin.htm,Bengals (deferred),,outdoors,fieldturf ,2:51,"65,816",Cincinnati Bengals -11.0,45.0 (under),71 degrees, relative humidity 61%," wind 4 mph, wind chill 0"
2015,9,Buffalo Bills,Miami Dolphins,2015-11-08,1:02PM,Buffalo,/boxscores/201511080buf.htm,Dolphins (deferred),,outdoors,a_turf,2:59,"70,214",Buffalo Bills -3.0,44.0 (over),49 degrees, relative humidity 55%, wind 7 mph
2015,9,New York Jets,Jacksonville Jaguars,2015-11-08,1:02PM,New York,/boxscores/201511080nyj.htm,Jaguars (deferred),,outdoors,fieldturf ,3:10,"78,160",New York Jets -8.0,42.0 (over),56 degrees, relative humidity 36%," wind 10 mph, wind chill 0"
2015,9,Minnesota Vikings,St. Louis Rams,2015-11-08,1:02PM,Minnesota,/boxscores/201511080min.htm,Vikings (deferred),Vikings,outdoors,fieldturf,3:31,"52,406",Minnesota Vikings -1.0,40.0 (under),51 degrees, relative humidity 0%," wind 14 mph, wind chill 0"
2015,9,New England Patriots,Washington Redskins,2015-11-08,1:02PM,New England,/boxscores/201511080nwe.htm,Redskins (deferred),,outdoors,fieldturf ,2:58,"66,829",New England Patriots -14.0,52.0 (under),54 degrees, relative humidity 34%," wind 12 mph, wind chill 0"
2015,9,Tennessee Titans,New Orleans Saints,2015-11-08,1:02PM,New Orleans,/boxscores/201511080nor.htm,Titans,Titans,dome,sportturf,3:19,"73,075",New Orleans Saints -7.5,48.0 (over),,,
2015,9,Pittsburgh Steelers,Oakland Raiders,2015-11-08,1:02PM,Pittsburgh,/boxscores/201511080pit.htm,Steelers,,outdoors,grass ,3:47,"65,520",Pittsburgh Steelers -4.5,48.5 (over),54 degrees, relative humidity 38%, wind 5 mph
2015,9,Carolina Panthers,Green Bay Packers,2015-11-08,1:04PM,Carolina,/boxscores/201511080car.htm,Packers (deferred),,outdoors,grass ,3:40,"74,461",Green Bay Packers -2.5,46.0 (over),57 degrees, relative humidity 50%," wind 10 mph, wind chill 0"
2015,9,San Francisco 49ers,Atlanta Falcons,2015-11-08,4:05PM,San Francisco,/boxscores/201511080sfo.htm,Falcons (deferred),,outdoors,grass,3:05,"70,799",Atlanta Falcons -7.5,44.0 (under),58 degrees, relative humidity 84%," no wind, wind chill 0"
2015,9,New York Giants,Tampa Bay Buccaneers,2015-11-08,4:05PM,Tampa Bay,/boxscores/201511080tam.htm,Buccaneers (deferred),,outdoors,grass ,3:14,"64,351",New York Giants -1.0,49.5 (over),80 degrees, relative humidity 90%, wind 3 mph
2015,9,Indianapolis Colts,Denver Broncos,2015-11-08,4:25PM,Indianapolis,/boxscores/201511080clt.htm,Colts (deferred),,retractable roof (open),fieldturf ,3:06,"66,894",Denver Broncos -5.5,45.5 (over),,,
2015,9,Philadelphia Eagles,Dallas Cowboys,2015-11-08,8:31PM,Dallas,/boxscores/201511080dal.htm,Cowboys (deferred),Eagles,retractable roof (closed),matrixturf,3:26,"91,827",Philadelphia Eagles -3.0,43.5 (over),,,
2015,9,Chicago Bears,San Diego Chargers,2015-11-09,8:30PM,San Diego,/boxscores/201511090sdg.htm,Chargers (deferred),,outdoors,grass ,3:06,"68,033",San Diego Chargers -4.5,49.5 (under),63 degrees, relative humidity 67%," wind 9 mph, wind chill 0"
