year,week,team_1,team_2,date,time,location,boxscore_url,won_toss,won_OT_toss,roof,surface,duration,attendance,vegas_line,over_under,temp,humidity,wind
2015,8,New England Patriots,Miami Dolphins,2015-10-29,8:26PM,New England,/boxscores/201510290nwe.htm,Dolphins (deferred),,outdoors,fieldturf ,3:02,"66,829",New England Patriots -7.5,50.5 (under),58 degrees, relative humidity 39%," wind 10 mph, wind chill 0"
2015,8,Kansas City Chiefs,Detroit Lions,2015-11-01,9:36AM,Kansas City,/boxscores/201511010kan.htm,Chiefs (deferred),,outdoors,grass ,2:59,"83,624",Kansas City Chiefs -3.5,45.0 (over),50 degrees, relative humidity 91%," wind 2 mph, wind chill 0"
2015,8,Minnesota Vikings,Chicago Bears,2015-11-01,1:00PM,Chicago,/boxscores/201511010chi.htm,Bears (deferred),,outdoors,grass ,2:58,"62,311",Minnesota Vikings -1.0,43.0 (push),62 degrees, relative humidity 42%," wind 11 mph, wind chill 0"
2015,8,St. Louis Rams,San Francisco 49ers,2015-11-01,1:00PM,St. Louis,/boxscores/201511010ram.htm,Rams (deferred),,dome,astroplay,3:24,"51,207",St. Louis Rams -7.5,39.5 (under),,,
2015,8,Cincinnati Bengals,Pittsburgh Steelers,2015-11-01,1:02PM,Pittsburgh,/boxscores/201511010pit.htm,Bengals (deferred),,outdoors,grass ,3:22,"64,750",Pittsburgh Steelers -1.0,48.5 (under),62 degrees, relative humidity 71%, wind 11 mph
2015,8,Tampa Bay Buccaneers,Atlanta Falcons,2015-11-01,1:02PM,Atlanta,/boxscores/201511010atl.htm,Buccaneers (deferred),Buccaneers,dome,fieldturf ,3:34,"70,524",Atlanta Falcons -7.0,48.5 (under),,,
2015,8,Arizona Cardinals,Cleveland Browns,2015-11-01,1:02PM,Cleveland,/boxscores/201511010cle.htm,Browns (deferred),,outdoors,grass ,3:20,"67,431",Arizona Cardinals -6.0,46.0 (over),58 degrees, relative humidity 58%," wind 21 mph, wind chill 0"
2015,8,Houston Texans,Tennessee Titans,2015-11-01,1:02PM,Houston,/boxscores/201511010htx.htm,Titans (deferred),,retractable roof (closed),fieldturf,2:56,"71,630",Houston Texans -3.5,42.5 (under),,,
2015,8,New Orleans Saints,New York Giants,2015-11-01,1:02PM,New Orleans,/boxscores/201511010nor.htm,Giants (deferred),,dome,sportturf,3:33,"73,019",New Orleans Saints -3.0,49.5 (over),,,
2015,8,Baltimore Ravens,San Diego Chargers,2015-11-01,1:02PM,Baltimore,/boxscores/201511010rav.htm,Ravens (deferred),,outdoors,sportturf,3:11,"70,829",Baltimore Ravens -3.5,51.0 (over),63 degrees, relative humidity 72%," wind 10 mph, wind chill 0"
2015,8,Oakland Raiders,New York Jets,2015-11-01,4:05PM,Oakland,/boxscores/201511010rai.htm,Raiders (deferred),,outdoors,grass ,3:08,"54,700",New York Jets -3.0,44.0 (over),68 degrees, relative humidity 70%," wind 8 mph, wind chill 0"
2015,8,Seattle Seahawks,Dallas Cowboys,2015-11-01,4:25PM,Dallas,/boxscores/201511010dal.htm,Cowboys (deferred),,retractable roof (closed),matrixturf,3:15,"91,486",Seattle Seahawks -4.5,41.0 (under),,,
2015,8,Denver Broncos,Green Bay Packers,2015-11-01,8:30PM,Denver,/boxscores/201511010den.htm,Packers (deferred),,outdoors,grass ,2:52,"77,075",Green Bay Packers -2.5,45.5 (under),61 degrees, relative humidity 23%," wind 9 mph, wind chill 0"
2015,8,Carolina Panthers,Indianapolis Colts,2015-11-02,8:30PM,Carolina,/boxscores/201511020car.htm,Panthers (deferred),Colts,outdoors,grass ,3:50,"74,136",Carolina Panthers -6.5,46.5 (over),60 degrees, relative humidity 100%," wind 7 mph, wind chill 0"
